,model,phase_strategy,threshold,bias,lr,initial_weights,neuron_outputs,circuit_size
58,phase-encoding,radius,0.9,False,0.1,0.5384958704104337,"[0.552490234375, 0.0255126953125, 0.0260009765625, 0.5478515625, 0.547607421875, 0.0262451171875, 0.0240478515625, 0.5452880859375, 0.53759765625, 0.02099609375, 0.0252685546875, 0.5557861328125, 0.548095703125, 0.0218505859375, 0.026123046875, 0.537841796875, 0.5501708984375, 0.025390625, 0.0228271484375, 0.541015625]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]"
59,phase-encoding,radius,0.9,True,0.1,0.5384958704104337,"[0.86083984375, 0.8514404296875, 0.8563232421875, 0.85888671875, 0.8519287109375, 0.857421875, 0.8577880859375, 0.8597412109375, 0.858154296875, 0.85595703125, 0.854248046875, 0.85498046875, 0.854736328125, 0.85107421875, 0.8544921875, 0.8533935546875, 0.8626708984375, 0.859130859375, 0.8555908203125, 0.8499755859375]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
60,phase-encoding,angleradius,0.3,False,0.02,0.5384958704104337,"[0.2391357421875, 0.23681640625, 0.8582763671875, 0.02685546875, 0.2318115234375, 0.23779296875, 0.8594970703125, 0.0224609375, 0.2425537109375, 0.2373046875, 0.8621826171875, 0.0228271484375, 0.2364501953125, 0.2437744140625, 0.85693359375, 0.0269775390625, 0.2392578125, 0.239013671875, 0.86767578125, 0.0279541015625]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
61,phase-encoding,angleradius,0.3,True,0.02,0.5384958704104337,"[0.89794921875, 0.2930908203125, 0.8961181640625, 0.289306640625, 0.90283203125, 0.2877197265625, 0.8997802734375, 0.2947998046875, 0.8919677734375, 0.2939453125, 0.898193359375, 0.2945556640625, 0.896240234375, 0.2896728515625, 0.8963623046875, 0.29541015625, 0.889892578125, 0.291015625, 0.893798828125, 0.283203125]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
62,phase-encoding,angleradius,0.3,False,0.1,0.5384958704104337,"[0.270263671875, 0.26708984375, 0.8824462890625, 0.0135498046875, 0.2728271484375, 0.27880859375, 0.88525390625, 0.0147705078125, 0.268798828125, 0.2764892578125, 0.8841552734375, 0.014404296875, 0.277587890625, 0.276123046875, 0.8800048828125, 0.0133056640625, 0.27734375, 0.27001953125, 0.876953125, 0.014892578125]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
63,phase-encoding,angleradius,0.3,True,0.1,0.5384958704104337,"[0.901611328125, 0.2891845703125, 0.8948974609375, 0.288330078125, 0.898193359375, 0.295166015625, 0.892333984375, 0.295654296875, 0.9039306640625, 0.2864990234375, 0.8944091796875, 0.2938232421875, 0.896484375, 0.289794921875, 0.8934326171875, 0.29248046875, 0.8963623046875, 0.2921142578125, 0.89404296875, 0.28955078125]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
64,phase-encoding,angleradius,0.5,False,0.02,0.5384958704104337,"[0.4677734375, 0.459716796875, 0.9761962890625, 0.004638671875, 0.4674072265625, 0.4637451171875, 0.9793701171875, 0.0057373046875, 0.459228515625, 0.468505859375, 0.978271484375, 0.0050048828125, 0.45361328125, 0.458984375, 0.974609375, 0.0059814453125, 0.4647216796875, 0.46142578125, 0.9818115234375, 0.005859375]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
65,phase-encoding,angleradius,0.5,True,0.02,0.5384958704104337,"[0.8956298828125, 0.2845458984375, 0.89501953125, 0.2943115234375, 0.89697265625, 0.2900390625, 0.892822265625, 0.29345703125, 0.897216796875, 0.2991943359375, 0.890869140625, 0.2908935546875, 0.8919677734375, 0.2879638671875, 0.89453125, 0.285400390625, 0.897705078125, 0.290771484375, 0.890380859375, 0.2943115234375]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
66,phase-encoding,angleradius,0.5,False,0.1,0.5384958704104337,"[0.23291015625, 0.23046875, 0.85205078125, 0.0299072265625, 0.2261962890625, 0.228759765625, 0.845703125, 0.029541015625, 0.2294921875, 0.231689453125, 0.849853515625, 0.0316162109375, 0.2325439453125, 0.2291259765625, 0.8521728515625, 0.0286865234375, 0.2315673828125, 0.233642578125, 0.8497314453125, 0.02783203125]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
67,phase-encoding,angleradius,0.5,True,0.1,0.5384958704104337,"[0.899169921875, 0.283447265625, 0.8924560546875, 0.292724609375, 0.8922119140625, 0.291259765625, 0.89501953125, 0.2991943359375, 0.8951416015625, 0.28271484375, 0.900390625, 0.2965087890625, 0.8958740234375, 0.286865234375, 0.901611328125, 0.2916259765625, 0.897216796875, 0.2979736328125, 0.894775390625, 0.2872314453125]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
68,phase-encoding,angleradius,0.7,False,0.02,0.5384958704104337,"[0.67626953125, 0.670166015625, 0.07763671875, 0.9945068359375, 0.6708984375, 0.6795654296875, 0.0814208984375, 0.9951171875, 0.6697998046875, 0.67236328125, 0.0784912109375, 0.99560546875, 0.66552734375, 0.6646728515625, 0.0806884765625, 0.9957275390625, 0.6744384765625, 0.668212890625, 0.07861328125, 0.9964599609375]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
69,phase-encoding,angleradius,0.7,True,0.02,0.5384958704104337,"[0.893798828125, 0.29052734375, 0.8961181640625, 0.2872314453125, 0.8936767578125, 0.2889404296875, 0.897216796875, 0.2952880859375, 0.900390625, 0.2962646484375, 0.8958740234375, 0.2906494140625, 0.890869140625, 0.28857421875, 0.8988037109375, 0.282958984375, 0.8968505859375, 0.295654296875, 0.906005859375, 0.2889404296875]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
70,phase-encoding,angleradius,0.7,False,0.1,0.5384958704104337,"[0.687255859375, 0.6695556640625, 0.9951171875, 0.085693359375, 0.67724609375, 0.6739501953125, 0.994384765625, 0.080322265625, 0.6712646484375, 0.6707763671875, 0.995849609375, 0.0859375, 0.677490234375, 0.6751708984375, 0.99560546875, 0.0792236328125, 0.666748046875, 0.6884765625, 0.9952392578125, 0.0809326171875]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
71,phase-encoding,angleradius,0.7,True,0.1,0.5384958704104337,"[0.8946533203125, 0.2928466796875, 0.89501953125, 0.2890625, 0.8936767578125, 0.2940673828125, 0.8973388671875, 0.29296875, 0.897705078125, 0.2938232421875, 0.892578125, 0.2943115234375, 0.8983154296875, 0.2821044921875, 0.8948974609375, 0.2935791015625, 0.8997802734375, 0.2921142578125, 0.89501953125, 0.29833984375]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
72,phase-encoding,angleradius,0.8,False,0.02,0.5384958704104337,"[0.6728515625, 0.67236328125, 0.0799560546875, 0.996337890625, 0.668212890625, 0.6739501953125, 0.0782470703125, 0.9951171875, 0.6812744140625, 0.67138671875, 0.0836181640625, 0.9962158203125, 0.6671142578125, 0.6746826171875, 0.076904296875, 0.9951171875, 0.670166015625, 0.66650390625, 0.0809326171875, 0.9970703125]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
73,phase-encoding,angleradius,0.8,True,0.02,0.5384958704104337,"[0.8946533203125, 0.2823486328125, 0.9022216796875, 0.2952880859375, 0.89306640625, 0.2952880859375, 0.8931884765625, 0.2952880859375, 0.8931884765625, 0.2919921875, 0.8970947265625, 0.287353515625, 0.8966064453125, 0.2816162109375, 0.8961181640625, 0.2923583984375, 0.8956298828125, 0.2845458984375, 0.8973388671875, 0.3001708984375]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
74,phase-encoding,angleradius,0.8,False,0.1,0.5384958704104337,"[0.6746826171875, 0.6761474609375, 0.99560546875, 0.08642578125, 0.671875, 0.6807861328125, 0.9964599609375, 0.0823974609375, 0.671875, 0.677001953125, 0.99609375, 0.080322265625, 0.679931640625, 0.6756591796875, 0.994873046875, 0.0799560546875, 0.6785888671875, 0.6746826171875, 0.994873046875, 0.084716796875]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
75,phase-encoding,angleradius,0.8,True,0.1,0.5384958704104337,"[0.897216796875, 0.2857666015625, 0.8939208984375, 0.2906494140625, 0.8973388671875, 0.290283203125, 0.8992919921875, 0.28857421875, 0.8900146484375, 0.28515625, 0.8992919921875, 0.2890625, 0.8936767578125, 0.2916259765625, 0.8968505859375, 0.283935546875, 0.8978271484375, 0.2957763671875, 0.89599609375, 0.2779541015625]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
76,phase-encoding,angleradius,0.9,False,0.02,0.5384958704104337,"[0.6729736328125, 0.674560546875, 0.0802001953125, 0.9949951171875, 0.666259765625, 0.671630859375, 0.0797119140625, 0.99560546875, 0.667724609375, 0.6695556640625, 0.08251953125, 0.997314453125, 0.671142578125, 0.6722412109375, 0.0833740234375, 0.9951171875, 0.674072265625, 0.6773681640625, 0.079833984375, 0.9949951171875]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
77,phase-encoding,angleradius,0.9,True,0.02,0.5384958704104337,"[0.9134521484375, 0.8663330078125, 0.9112548828125, 0.8671875, 0.9088134765625, 0.8671875, 0.9102783203125, 0.8653564453125, 0.9129638671875, 0.86865234375, 0.9117431640625, 0.8695068359375, 0.9215087890625, 0.864990234375, 0.909912109375, 0.8714599609375, 0.910888671875, 0.869384765625, 0.9097900390625, 0.8690185546875]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
78,phase-encoding,angleradius,0.9,False,0.1,0.5384958704104337,"[0.6748046875, 0.674560546875, 0.9952392578125, 0.0782470703125, 0.67919921875, 0.6751708984375, 0.9952392578125, 0.0770263671875, 0.6630859375, 0.661865234375, 0.99560546875, 0.0799560546875, 0.666015625, 0.666015625, 0.9949951171875, 0.0794677734375, 0.6771240234375, 0.6820068359375, 0.995361328125, 0.077392578125]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]"
79,phase-encoding,angleradius,0.9,True,0.1,0.5384958704104337,"[0.9970703125, 0.5484619140625, 0.9971923828125, 0.54052734375, 0.9969482421875, 0.5498046875, 0.9964599609375, 0.5433349609375, 0.99658203125, 0.5535888671875, 0.99658203125, 0.5506591796875, 0.9964599609375, 0.5609130859375, 0.9969482421875, 0.55224609375, 0.9974365234375, 0.55859375, 0.9962158203125, 0.5521240234375]","[44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]"
