,model,phase_strategy,bias,threshold,lr,avg_error,trained_weights,initial_weights,neuron_outputs
41,phase-encoding,original,True,0.1,0.02,0.5,"[0.4384092314408935, 0.7234651778309412, 1.8000000000000007, 1.8000000000000007]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
42,phase-encoding,original,False,0.1,0.1,0.5,"[0.4384092314408935, 0.7234651778309412]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
43,phase-encoding,original,True,0.1,0.1,0.5,"[0.4384092314408935, 0.7234651778309412, 4.999999999999999, 4.999999999999999]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
44,phase-encoding,original,False,0.3,0.02,0.5,"[0.4384092314408935, 0.7234651778309412]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
45,phase-encoding,original,True,0.3,0.02,0.5,"[0.4384092314408935, 0.7234651778309412, 1.8000000000000007, 1.8000000000000007]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
46,phase-encoding,original,False,0.3,0.1,0.5,"[0.4384092314408935, 0.7234651778309412]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
47,phase-encoding,original,True,0.3,0.1,0.5,"[0.4384092314408935, 0.7234651778309412, 4.999999999999999, 4.999999999999999]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
48,phase-encoding,original,False,0.5,0.02,0.5,"[0.4384092314408935, 0.7234651778309412]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
49,phase-encoding,original,True,0.5,0.02,0.5,"[0.4384092314408935, 0.7234651778309412, 1.8000000000000007, 1.8000000000000007]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
50,phase-encoding,original,False,0.5,0.1,0.5,"[0.4384092314408935, 0.7234651778309412]",0.4384092314408935,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
