,RWQN,BWQN
0,2.8944091796875,2.903076171875
1,2.2984619140625,2.1273193359375
2,1.4442138671875,1.876708984375
3,1.2437744140625,1.8760986328125
4,1.1773681640625,1.8759765625
5,1.129150390625,1.8751220703125
6,1.125,1.8726806640625
7,1.12353515625,1.875
8,1.1021728515625,1.873779296875
9,1.093994140625,1.8812255859375
10,1.084716796875,1.87841796875
11,1.1007080078125,1.8779296875
12,1.066650390625,1.875244140625
13,1.06005859375,1.880615234375
14,1.073486328125,1.881103515625
15,1.0716552734375,1.877685546875
16,1.05859375,1.8697509765625
17,1.0538330078125,1.87109375
18,1.0684814453125,1.8751220703125
19,1.052978515625,1.874267578125
20,1.064453125,1.8758544921875
21,1.0714111328125,1.8734130859375
22,1.0574951171875,1.8797607421875
23,1.059814453125,1.8795166015625
24,1.0595703125,1.8779296875
25,1.0445556640625,1.876220703125
26,1.0518798828125,1.8731689453125
27,1.0670166015625,1.8756103515625
28,1.067626953125,1.869384765625
29,1.0455322265625,1.863525390625
30,1.0633544921875,1.8743896484375
31,1.0638427734375,1.8779296875
32,1.056396484375,1.878662109375
33,1.0535888671875,1.87255859375
34,1.0618896484375,1.876220703125
35,1.0599365234375,1.876708984375
36,1.0533447265625,1.873291015625
37,1.046875,1.8841552734375
38,1.0540771484375,1.8836669921875
39,1.0614013671875,1.8758544921875
40,1.0601806640625,1.8740234375
41,1.0596923828125,1.879150390625
42,1.0440673828125,1.876708984375
43,1.0465087890625,1.8707275390625
44,1.04638671875,1.865478515625
45,1.064697265625,1.870849609375
46,1.06005859375,1.8712158203125
47,1.0557861328125,1.8707275390625
48,1.0501708984375,1.86767578125
49,1.0526123046875,1.8717041015625
50,1.0498046875,1.87548828125
51,1.044677734375,1.86962890625
52,1.0587158203125,1.876220703125
53,1.0582275390625,1.8739013671875
54,1.0421142578125,1.8760986328125
55,1.044189453125,1.8790283203125
56,1.0413818359375,1.8729248046875
57,1.049560546875,1.8702392578125
58,1.05029296875,1.875244140625
59,1.049560546875,1.869384765625
60,1.0439453125,1.8748779296875
61,1.03955078125,1.87548828125
62,1.0345458984375,1.875244140625
63,1.0333251953125,1.8753662109375
64,1.031494140625,1.876708984375
65,1.0489501953125,1.8714599609375
66,1.03662109375,1.87109375
67,1.047119140625,1.872314453125
68,1.0416259765625,1.8748779296875
69,1.0455322265625,1.8802490234375
70,1.0592041015625,1.8843994140625
71,1.0584716796875,1.8753662109375
72,1.053955078125,1.8831787109375
73,1.0418701171875,1.875244140625
74,1.054443359375,1.8841552734375
75,1.0484619140625,1.8748779296875
76,1.0552978515625,1.881591796875
77,1.0552978515625,1.8773193359375
78,1.0517578125,1.8785400390625
79,1.0595703125,1.874267578125
80,1.0465087890625,1.869140625
81,1.059326171875,1.8736572265625
82,1.0360107421875,1.869140625
83,1.03515625,1.8717041015625
84,1.05322265625,1.876708984375
85,1.04541015625,1.8719482421875
86,1.0516357421875,1.8739013671875
87,1.0379638671875,1.873046875
88,1.044677734375,1.8719482421875
89,1.0382080078125,1.8736572265625
90,1.048095703125,1.8726806640625
91,1.032958984375,1.87109375
92,1.0440673828125,1.8724365234375
93,1.0460205078125,1.8626708984375
94,1.0435791015625,1.8699951171875
95,1.053466796875,1.8717041015625
96,1.0701904296875,1.8751220703125
97,1.029541015625,1.865966796875
98,1.043701171875,1.8726806640625
99,1.0228271484375,1.871337890625
100,1.043212890625,1.879150390625
101,1.0374755859375,1.8773193359375
102,1.041015625,1.87353515625
103,1.0474853515625,1.8779296875
104,1.0574951171875,1.873291015625
105,1.054931640625,1.87451171875
106,1.0306396484375,1.8753662109375
107,1.032958984375,1.875
108,1.0433349609375,1.87451171875
109,1.0296630859375,1.873291015625
110,1.0499267578125,1.872314453125
111,1.03173828125,1.8740234375
112,1.0384521484375,1.87841796875
113,1.04052734375,1.8768310546875
114,1.0328369140625,1.8721923828125
115,1.0390625,1.8739013671875
116,1.052978515625,1.874267578125
117,1.04345703125,1.869873046875
118,1.0509033203125,1.8721923828125
119,1.04638671875,1.8768310546875
120,1.038330078125,1.8753662109375
121,1.044189453125,1.870849609375
122,1.0501708984375,1.8739013671875
123,1.0543212890625,1.8770751953125
124,1.0438232421875,1.873291015625
125,1.03369140625,1.875
126,1.0421142578125,1.882080078125
127,1.041259765625,1.8673095703125
128,1.055908203125,1.8797607421875
129,1.0428466796875,1.8699951171875
130,1.0440673828125,1.8729248046875
131,1.0322265625,1.87548828125
132,1.0499267578125,1.8701171875
133,1.0472412109375,1.8717041015625
